Origin,Target,weight
TP53,TNFRSF10B,1
TP53,BRCA1,-1
POU4F2,BRCA1,-1
POU4F1,BRCA1,1
CEBPG,ADIPOQ,1
MYC,HMOX1,1
CREB1,ALAS2,1
RARA,UCP1,1
SMAD3,CDKN1A,1
TFAP2A,SAA1,1
CEBPB,MMP11,1
CEBPG,MMP11,1
WT1,TERT,-1
NRF1,GSS,1
NRF1,NFE2,1
RORA,OXT,1
NR2F1,OXT,-1
FOS,IL2,1
SP1,SRF,1
PAX3,AKT1,1
TP53,TIMP3,1
PAX6,EYA1,1
PROX1,EYA1,1
PROX1,EYA2,1
KLF3,C4A,1
PAX3,C4A,1
MTF1,MT1A,1
AR,CDKN1A,1
TP53,TP63,-1
TP63,TP53,1
MAX,TERT,1
CUX1,BGLAP,-1
EGR1,IGF2,1
WT1,IGF2,-1
MYC,NCL,1
USF1,POLR3D,1
TFAP2A,ACADVL,1
HES1,CKM,1
TFAP2A,CSF2,1
TFAP2A,HCRT,1
TP53,NOS3,-1
CDX2,GLB1,1
PEG3,VEGFA,1
NR2E3,RLBP1,1
RARA,RLBP1,1
ETS1,PTHLH,1
NCOA1,NRIP1,1
SP1,FMR1,1
TFAP2A,FMR1,1
CEBPB,IGF1,1
TP53,PRKCG,1
TP53,PSMA5,1
SP1,SGK1,1
SP3,SGK1,1
NCOA1,SFTPB,1
NCOA2,SFTPB,1
NCOA3,SFTPB,1
JUN,EGF,1
TP53,TGFB1,1
TP53,GDF15,1
SP1,ACLY,-1
SP3,ACLY,1
SP3,FASN,1
JUN,MICU1,1
SP1,TNC,1
FLI1,TNC,1
GABPA,TNC,1
AHR,TF,1
NR2F1,CYP1A1,-1
ZFHX3,ANPEP,1
ZFHX3,ADIPOQ,1
MITF,MC1R,1
ELF4,ABCB1,1
SP1,SRC,1
SP3,SRC,1
TAL1,TAL1,1
HOXC8,SPP1,-1
SMAD1,SPP1,1
SPDEF,KLK3,1
CTCF,MYC,-1
BCL6,BCL6,-1
HNF4A,CYP7A1,-1
AR,PIAS1,1
NR5A1,INHA,1
CREM,APRT,1
STAT5B,CREBBP,1
STAT5B,STAT5B,1
STAT5B,TKT,1
RARA,RARB,1
RARB,RARA,1
RARB,RARB,1
RARB,ACTB,1
CEBPG,UCN,1
RELA,UCN,1
SP1,TNXB,1
CEBPB,PTGS2,1
NR3C1,PTGS2,-1
SPI1,INS,1
SPI1,RPS15,1
PPARA,LPL,1
NRF1,EIF5B,1
NRF1,SLC25A5,1
NRF1,TNFRSF11A,1
NRF1,E2F1,1
TFE3,SERPINE1,1
SMAD4,MSX2,1
DDIT3,MAPK14,1
NEUROD1,INS,1
REST,GRIN1,-1
NEUROD2,PKN1,1
PAX2,EN2,1
KLF13,TAGLN,1
GTF2IRD1,RB1,-1
MAFB,MAFB,1
MYOD1,MAFB,1
MYBL2,LOX,1
SP1,CCL2,1
SP1,CXCL14,1
NR2F1,CD44,1
NR2F2,CD44,1
NR2F6,CD44,-1
NR2C2,CD44,1
ELK3,CD44,1
AHR,RB1,1
MYB,CREBBP,1
ELF3,TGFBR2,1
ELF3,TGFB1,1
TFAP2A,ERBB2,1
KLF6,ADCYAP1,1
PLAG1,IGF2,1
TFAP2C,CGA,1
CREB1,SCG2,1
CEBPB,INS,1
CEBPB,PRL,1
RELA,FN1,1
NFKB1,FN1,1
CEBPD,PPARG,1
PGR,HPGD,1
ETS2,HPGD,1
ETV4,HPGD,1
FOS,BCL2,1
PGR,MYC,-1
STAT1,CIITA,1
MEF2A,CLCA1,1
MEF2A,MSTN,1
SP1,LBR,1
SP1,MSTN,1
ETS1,PRL,1
POU1F1,TBATA,1
POU1F1,TSHB,1
PDX1,FOXA2,1
FOXA2,PDX1,1
YY1,CFTR,1
ZEB1,COL2A1,-1
JUN,PRL,1
SNAI1,CDH1,-1
MYBL2,CDK9,1
TP53,CDK9,1
SP3,ZNF143,1
SP1,IL10,1
STAT6,ALOX15,1
FOS,CD44,1
JUN,CD44,1
STAT3,STAT3,1
CREM,TH,-1
CREM,GAST,1
HESX1,KRAS,-1
MYB,ACTG2,1
MYB,ACTA2,1
KLF6,PLAU,1
KLF6,PLG,1
TBP,VCP,1
AHR,ACHE,1
JUN,PTGS2,1
NR2F1,GAL,1
AR,LCP1,1
EGR1,FLT1,1
ZNF354C,FLT1,-1
SP1,SOD2,1
SP1,CETP,1
SP3,CETP,-1
BACH2,FGF4,1
PATZ1,MYC,1
STAT1,VIM,1
PPARG,IL2,-1
CEBPG,LDLR,1
MYC,KRAS,1
TBP,IGFBP7,1
TBP,MMP3,1
ZHX2,AFP,-1
CEBPB,RHD,1
HNF4A,GH1,-1
FOXA2,FOXA2,1
HNF4A,FOXA2,1
FOXA2,HNF4A,1
HNF4A,HNF4A,1
ONECUT1,FOXA2,1
FOXA2,ONECUT1,1
HNF4A,ONECUT1,1
ONECUT1,HNF4A,1
STAT5A,ONECUT1,1
STAT5A,TFAP2A,1
TBP,DR1,1
DR1,TBP,-1
TBP,POLR2F,1
ETS1,NR1H2,1
CEBPB,RBPJ,1
CDX2,LCT,1
CEBPG,CSF3,1
CEBPG,PRTN3,1
MYB,PRTN3,1
SPI1,CSF3,1
SPI1,PRTN3,1
GATA4,AMH,1
NR5A1,AMH,1
RXRA,BGLAP,1
VDR,BGLAP,1
HIF1A,NOS2,1
ATF1,CCNA2,1
NR1H2,CETP,-1
NR1H3,CETP,1
TP53,CAV1,1
SREBF1,CAV1,-1
FOS,MMP1,1
SP1,PLAUR,1
GATA6,TFF1,1
GATA6,TFF2,1
GATA6,TFF3,1
HSF1,HSD17B6,-1
HSF1,HSPB1,1
ZNF292,GH1,1
SPI1,PAX5,1
PAX5,SPI1,-1
E2F1,SERPINE1,-1
E2F1,PLAU,1
ZBTB16,RUNX1T1,1
GBX2,IL6,1
YBX3,TAF8,-1
YBX3,APP,-1
TP53,PCSK1,1
TP53,SERPINB5,1
SMAD1,SMAD6,1
CEBPG,PTGS2,1
MAFK,CDK2,-1
MYBL1,CDX1,1
CDX1,BCL2,1
MYBL1,BCL2,1
CDX2,BCL2,1
MYB,BCL2,1
NR5A1,POU5F1,1
RARA,POU5F1,1
GMEB1,TAT,1
EGR1,CHRNA7,1
FOS,CALM1,1
PAX8,TPO,1
TTF1,TPO,1
SP3,GH1,1
SP1,GH1,1
EBF1,CD19,1
EBF1,CD79A,1
ESR1,ERBB2,1
NCOA1,ERBB2,1
JUN,CDKN1B,-1
ETS1,CTSB,1
SP1,CTSB,1
SP3,CTSB,1
ETS2,CTSB,1
SP4,CTSB,1
IRF1,IFNB1,1
ARNT,VEGFA,1
STAT4,MYC,1
MYC,IL2,1
TFDP1,CDKN1A,1
TFAP2A,KLF12,-1
KLF12,TFAP2A,-1
ZNF91,TFAP2A,1
MSX1,BMP2,1
MSX1,BMP4,1
MSX1,SHH,1
SP1,HSPA1B,1
KMT2A,EXOSC1,1
KLF1,HBG1,1
HMGA1,IL2,1
CEBPA,DEFA3,1
REL,ICAM1,1
SP3,F3,-1
SMAD3,TGFB1,1
TFAP2A,SLC34A1,1
PATZ1,RNF4,-1
ZNF362,HTR1A,1
GATA2,NOS3,1
ZNF143,HMOX1,1
PRDM1,MYC,-1
PRDM1,YY1,-1
YY1,MYC,-1
STAT6,FCER1G,1
IRF1,CCL5,1
SPI1,GHR,1
NR3C1,CYP19A1,1
RUNX1,RUNX1,1
NR3C2,ADRA1D,1
NR3C2,RELA,1
SP1,NR3C2,1
NR3C2,SP1,1
RELA,RELA,1
SP1,RELA,1
RELA,SP1,1
SP1,IGF1R,1
POU2F1,HBG1,-1
SP1,LTA,1
RARA,ABCC2,1
RARA,SLC10A1,1
ATF1,PRKACA,1
ATF1,ACHE,1
SP3,ITGAD,1
PAX3,ITGAD,1
SP1,ITGAD,1
MYB,ATP2B1,1
ATF1,RPS6KA3,1
MXD1,TERT,-1
IRF1,FASLG,1
IRF2,FASLG,1
STAT1,IL4,1
BPTF,MAZ,1
STAT3,MAPK8,1
SP3,MAPK1,1
SP1,MAPK1,1
SPI1,MAPK1,-1
STAT5A,CD34,1
NR5A1,CYP2B6,1
ATF1,REG3A,1
ATF1,LPIN1,1
SP1,ST6GALNAC3,1
SP1,ST6GALNAC4,1
AHR,XPO1,1
CLOCK,DBP,1
TP53,PERP,1
HNF1A,DPP4,1
SP1,LARGE1,1
MAX,FASLG,1
MYC,FASLG,1
SPI1,TLR4,1
CTCF,SIN3A,1
RARB,PRKCA,1
STAT3,GFAP,1
BHLHE40,CENPX,-1
ESR1,LTF,1
IRF1,MYB,-1
SRY,AMH,1
WT1,AMH,1
ZNF354C,AMH,-1
NR3C2,BAX,1
NR3C2,BCL2,1
TP53,FADD,1
STAT3,VEGFA,1
MYBL2,PARP1,1
PPARA,CYP7A1,-1
CEBPA,SCGB1A1,1
CEBPD,SCGB1A1,1
CEBPG,SCGB1A1,1
CEBPD,EBP,1
TP53,ABCB1,-1
LEF1,MITF,1
MITF,MITF,1
MAF,TP53,1
TP53,MAF,1
NR5A2,CYP8B1,1
SP1,PKM,1
SP3,PKM,1
PDX1,IAPP,1
AIRE,CREBBP,1
FOXM1,SLC2A2,1
HNF1A,SLC2A2,1
FOXA2,SLC2A2,-1
HNF1B,SLC2A2,1
ATF3,ATF3,-1
TP53,BDKRB2,1
CEBPA,IL6,1
CEBPD,IL6,1
ZGPAT,IL6,-1
CEBPB,CCL2,1
ERG,TGFBR2,1
ETV1,TGFBR2,1
PPARG,CYP19A1,-1
ETS2,MGAT5,1
KLF4,CDKN1A,1
ESR1,IGF1,1
MITF,CD40,1
SP1,EPHB2,1
PDX1,SST,1
IRF1,BIRC3,1
PEG3,PTGDR,1
RARA,NPM1,1
SOX9,ACAN,1
SPI1,ACAN,1
CREB1,BCL2,1
FOS,FGFBP1,1
JUND,FGFBP1,1
WT1,CDH1,-1
TP53,MMP13,-1
ESR1,LPL,1
CEBPB,TNF,1
EGR2,FASLG,-1
E2F4,CCNE1,1
TFDP1,CCNE1,1
SIX4,ATP1A1,1
NEUROG3,NEUROD1,1
CXXC1,CCNA1,1
TFCP2,CCNA1,1
E2F1,E2F1,1
RELA,GC,1
SP1,LGALS1,1
TP53,CA9,1
HNF1A,GJB1,1
SP1,GJB1,1
TBX21,IFNG,1
TBX21,IL5,1
NFIC,OMP,1
SP1,SLC5A1,1
IRF1,PSMB9,1
STAT1,PSMB9,1
IRF1,ACHE,1
MYB,PTGS2,1
JUN,COPS5,1
ATF1,SST,1
HOXA10,CYBB,-1
NR2C1,RARB,1
NR2C1,HLA-DRB1,1
RARA,HLA-DRB1,1
RARA,CDKN2A,1
HNF1A,G6PC1,1
SP1,TGFBR2,1
CEBPA,AMELX,1
LMX1B,LDB1,1
FOXA2,HHEX,1
GATA4,HHEX,1
ZNF362,REG1A,1
NR5A1,MC2R,1
NR5A1,CREBBP,1
MITF,TBX2,1
TBX2,MITF,1
TBX2,TBX2,1
MYBL2,CLU,1
SP1,COL1A2,1
SP3,COL1A2,1
NR3C1,CYP3A4,1
SRF,NR4A1,1
NR2F2,CCND1,1
NR2F2,CDK2,1
NR2F2,CDKN1A,1
STAT1,CD86,1
SP1,AR,1
AR,SP1,1
GABPA,BRCA1,1
ELF3,KRT4,-1
ELF3,SPRR2A,1
PPARA,APOA2,1
FOS,AKR1B15,1
JUN,AKR1B15,1
JUND,AKR1B15,1
TP73,MRPL41,1
ZNF699,MRPL41,-1
TP53,DKK1,1
HIF1A,CP,1
NRF1,PVR,1
NCOA1,KAT2B,1
NCOA3,CREBBP,1
NCOA3,KAT2B,1
RARA,CYP7A1,1
PPARA,ACSL1,1
SP1,VIM,1
ZNF148,VIM,-1
ATF2,CCNA2,1
TP53,TERT,-1
SP1,TERT,1
NOTO,CD74,1
NOTO,TOP2B,1
TFDP1,CD74,1
TFDP1,TOP2B,1
RFX1,HLA-E,1
RFX5,HLA-E,1
ATF4,CREBBP,1
TCF3,IGLL1,1
HNF1A,UGT2B7,1
POU2F1,UGT2B7,1
ESRRA,LTF,1
FOS,MMP13,1
JUN,MMP13,1
JUND,CEBPZ,1
JUND,MMP13,1
STAT3,CDKN2D,1
ELF1,CSF2,1
NEUROD1,MAPKAPK2,1
TTF1,SFTPC,1
BARX2,NCAM1,1
CRX,FSCN2,1
NRL,FSCN2,1
EGR1,FN1,1
EGR1,SERPINE1,1
EGR1,TGFB1,1
FOXO4,CDKN1B,1
MXD1,AMPD1,-1
TP53,MPPED2,1
TP53,PTPRA,-1
JUN,LHB,1
PPARA,PKLR,1
HNF4A,DR1,1
HNF4A,PKLR,1
LHX4,IFT172,1
GATA4,EDN1,1
DLX5,BGLAP,1
YBX3,ERBB2,-1
JUNB,CCND1,-1
TP53,ABCC1,1
ZNF423,OAZ3,1
NR1H4,VARS1,1
SP1,TNFRSF8,1
REL,BCL2,-1
CEBPD,ADRA1D,1
CEBPD,TNF,1
CEBPB,COL1A1,1
CEBPD,COL1A1,1
SMAD3,COL1A2,1
SMAD4,COL1A2,1
VDR,CA2,1
SPIB,PDLIM7,1
IRF3,CCL5,1
PITX3,TH,1
MYOD1,RB1,-1
ZGPAT,IL1B,-1
SREBF1,ACLY,1
SREBF2,ACLY,1
SP1,SCARB1,1
RUNX2,CEBPD,1
CEBPD,CEBPD,-1
ELF4,ALDOA,1
KLF4,KRT4,1
KLF6,KRT4,1
JUN,EGFR,1
FOS,EGFR,1
JUNB,EGFR,1
ONECUT1,GH1,1
CEBPA,ONECUT1,-1
FOS,BGLAP,-1
YY1,BGLAP,-1
HES1,NEUROG1,1
HES5,NEUROG1,1
ESR2,TERT,1
MYOD1,MAPK1,1
MYOD1,MAPK14,1
MYOD1,MYOD1,1
TTF1,TSHR,1
NEUROD1,SCT,1
NR2C2,XIAP,1
STAT3,SOCS1,1
NCOA2,KAT2B,1
YBX1,HNRNPL,1
FOXN1,MMP9,1
NR4A1,POMC,1
SP1,ATP1B1,1
SP3,ATP1B1,1
TBX5,BMP2,1
MYB,MYB,1
SP1,VEGFA,1
SP3,VEGFA,1
HSF1,ABCB1,1
STAT1,MMP9,-1
JUN,CXCL8,1
REL,CXCL8,1
AHR,CREBBP,1
CEBPB,CREBBP,1
STAT1,FCGR1A,1
NR3C1,FCGR1A,1
IRF1,SOCS1,1
STAT1,SOCS1,1
STAT5B,SOCS3,1
TLX1,WT1,1
SPI1,CD40,1
SPIB,CD40,1
MEF2A,CALM1,1
SP1,PTGS2,1
SP3,PTGS2,1
HIVEP1,COL2A1,1
SOX9,COL2A1,1
ONECUT1,NEUROG3,1
LHX2,HLA-E,1
TAL1,HBG1,1
SMAD3,PDGFB,1
SMAD4,PDGFB,1
ETS1,CDH5,1
TP53,CD82,1
SP1,AGER,1
STAT5B,GCK,1
STAT5B,INSR,1
STAT1,ICAM1,1
STAT1,JAK1,1
STAT1,TSHB,1
STAT3,ICAM1,1
TTF1,SFTPB,1
ESR1,PRL,1
SP1,EGFR,-1
NKX3-1,CASP8,1
NFKB1,STAT5A,1
RELA,CSN2,-1
RELA,STAT5A,1
NFKB1,CSN2,1
MYOG,CAV3,1
MYOG,ID2,1
MYOD1,TP53BP1,1
MYOG,TP53BP1,1
TFAP2A,TP53BP1,1
MYC,TP53BP1,1
MYC,JUP,1
HAND1,NGFR,-1
HAND1,TNFRSF1B,1
HAND2,NGFR,1
HAND2,TNFRSF1B,1
PAX7,PAX7,-1
RELA,SERPINE1,1
JUN,ACTB,1
CEBPD,PTGS2,1
CEBPG,IL1B,1
EGR1,TH,1
SP1,TH,1
HESX1,PKN1,-1
HESX1,RHO,-1
SMAD4,TGFB1,1
SP1,SMAD7,1
SP1,VDR,1
VDR,SP1,1
CEBPG,LTF,1
SP1,LTF,1
RELA,CIITA,1
RELA,HLA-A,1
TFAP2A,NPY,1
HIF1A,ADM,1
PPARG,NOS2,-1
STAT1,NOS2,1
DBP,PER1,1
CLOCK,PER1,1
DBP,BMAL1,1
ATF2,IFNB1,1
IRF3,IFNB1,-1
JUN,IFNB1,1
ETS2,FGF1,1
ETS2,FGF2,1
ETS1,CSNK2A1,1
SP1,CSNK2A1,1
HIF1A,TH,1
SKIL,TH,-1
SP1,KRT4,1
RUNX1,CDK4,1
ESR1,CDKN2A,1
RUNX1,CDKN2A,1
USF1,HGF,1
USF2,HGF,1
GATA6,MYH11,1
LHX2,LIM2,1
ETS2,SPP1,1
TP53,MAPK8,1
ESR1,UGT1A1,1
NR2C1,TNFSF14,1
JUNB,CDKN2A,1
STAT3,AGT,1
HSF1,HSP90B2P,1
AHR,MDM2,1
NR1H3,ABCA1,1
MYC,SURF1,1
YY1,SURF1,1
MSX2,AMELX,-1
IRF2,PTGS2,-1
PITX1,PTX3,1
PITX2,PTX3,1
PITX1,GNRHR,1
PPARA,CYP4F2,1
TFAP2A,HGF,-1
IRF8,IL12B,-1
SP3,IL10,1
SP1,SERPINB1,1
SPI1,SERPINB1,1
MYOG,MYOG,1
PPARG,CEBPA,1
CEBPA,PPARG,1
CEBPB,PPARG,1
CEBPG,PPARG,1
PPARA,CPT1B,1
SP1,POR,1
TBX5,HLA-DQB1,1
RELA,KDR,1
NOTO,ALG3,1
NOTO,CCR4,1
KLF5,MYH14,1
ZNF91,MYH10,1
KLF5,SERPINE1,1
EGR1,KLF5,1
KLF5,EGR1,1
ESR1,VEGFA,1
TBP,TBP,1
ATF6,TG,1
PITX2,APOA1,1
POU3F1,SSTR1,1
STAT3,CEBPD,1
SPI1,MMP2,-1
FOXM1,SFTPB,1
CUX1,IFNG,-1
CUX1,PIK3C3,-1
E4F1,CTNND1,1
E4F1,E4F1,1
MYC,THBS1,-1
MAX,THBS1,1
HHEX,TG,1
MZF1,TERT,-1
MYC,FGFBP1,1
USF1,FGFBP1,1
SP1,FGFBP1,1
SP1,UTRN,1
FOXO1,BCL2L1,1
PAX3,BCL2L1,1
NR4A3,POMC,1
HOXA5,PGR,1
HOXB4,PGR,1
BATF3,IL2,-1
CREB3,IL2,1
HOXA5,TP53,1
CEBPG,CRP,1
STAT3,CRP,1
CEBPB,CRP,1
CEBPB,SH2D1A,1
STAT3,SH2D1A,1
SP1,SERPINE1,1
STAT6,NOS2,-1
STAT5A,EPOR,1
STAT5A,JAK2,1
RUNX1,ITGAL,1
PAX6,MMP9,1
SP1,TGM1,1
CEBPB,KRT6B,1
CDX2,GUCY2C,1
TP53,UBC,1
NR1H3,MYC,1
FOSL1,MMP13,1
FOS,CDKN1A,-1
PAX4,GCG,-1
PAX4,INS,-1
PAX6,INS,-1
NFE2,HBB,1
ZNF143,TCP1,1
ZNF76,TCP1,1
TP53,CASP3,1
SP1,PGR,1
ESR1,PGR,1
PGR,ESR1,1
ESR1,EGF,1
NFATC2,IFNA1,1
FOXQ1,MYLK,-1
FOXQ1,TAGLN,-1
SRF,MYLK,1
CREB1,NOS1,1
CUX1,NGF,-1
CUX1,NTRK1,-1
RORA,BGLAP,1
YBX1,FAS,-1
STAT3,IL10,1
CEBPA,HSD11B1,1
CEBPB,HSD11B1,1
HNF1A,UGT1A7,1
RELA,SPN,1
ATF2,INS,1
CREB1,INS,1
ZGLP1,ADCY1,1
ZGLP1,INS,1
ZGLP1,RIPK1,1
TP53,VEGFA,-1
MYBL1,ACOT11,1
MYC,MYBL1,1
MYBL1,MYC,1
SP3,GJA5,1
YBX3,LCT,-1
YBX3,YBX3,-1
YBX3,ZDHHC2,-1
RELA,PCK1,-1
ETV6,MMP3,-1
TBP,CLC,1
MYC,GADD45A,-1
NFYB,CIITA,1
RFX5,CIITA,1
ELK1,TNF,1
ELF2,MMP1,1
ETV3,MMP1,-1
ETV3,FGF2,-1
FOSL1,MMP1,1
JUN,MMP1,1
E2F1,TYMS,1
E2F1,MDM2,-1
MYC,CDKN2A,1
ETV4,MMP13,1
HHEX,SLC10A1,1
HNF4A,ERBB2,1
HNF4A,SRC,1
NKX2-1,SFTPD,1
JUN,SPRR1B,1
SREBF1,SREBF1,1
FOSL1,CCL2,1
JUN,CCL2,1
STAT3,CDKN1B,1
STAT3,THEG,1
TP73,VEGFA,-1
KAT7,COL1A2,1
FOXM1,TF,1
TFAP2A,VDR,1
SP1,STAR,1
NFKB1,CSF1,1
NR4A1,SERPINF2,1
HIF1A,BNIP3,1
NR1I2,NR1I2,1
NR1I2,NR1I3,1
NR1I3,NR1I2,1
GSC,GSC,-1
OTX2,LDB1,1
OTX2,GSC,1
OTX2,OTX2,1
ZFPM1,ITGA2B,1
PPARG,TBXAS1,1
MYC,NFKBIA,1
SOX10,MPZ,1
SOX10,SOX10,1
MEF2A,MEF2A,1
NR4A1,CABIN1,1
IRF7,IFNA1,1
MYF5,MYOD1,1
MYOD1,MYF5,-1
DNMT1,MDM2,1
ESR1,MMP9,1
FOS,MMP9,1
HESX1,CAMK2A,-1
HESX1,CALM1,-1
NR3C1,RELA,-1
RELA,NR3C1,-1
SP1,LHB,1
GATA1,SPTB,1
PAX2,GCG,1
ESR1,PTCRA,1
ESR1,PTMA,-1
NFATC3,FASTK,1
SOX10,MITF,1
TFAP2A,MCAM,-1
GSC,BMP4,-1
ETS2,CGB8,1
JUN,CGB8,-1
CEBPG,NFKB1,1
HMGA2,PTGS2,1
CEBPG,IL24,1
JUN,IL24,1
EVX2,BMP4,1
EVX2,HMGB1,1
GBX2,BMP4,1
GBX2,HMGB1,1
TP53,PSEN1,-1
ETS1,PSEN1,1
PAX3,CALM1,1
SP1,CALM1,1
NR3C2,CALM1,1
SPI1,CALM1,1
USF1,MYOC,1
CREB1,AANAT,1
CREM,AANAT,1
MYCN,INHBA,-1
ESR1,PRKACA,1
SP1,PRKACA,1
GRHL3,CDH1,1
ZEB1,CDH1,-1
SP1,MYBL1,1
NR1H4,WNT2,1
NFATC2,TNF,1
HAND2,HAND2,1
HAND2,PHOX2B,1
PHOX2B,HAND2,1
MTF1,SLC30A1,1
YBX1,F2,1
NKX3-1,KRAS,1
TP53,BGLAP,1
SP1,TRIM63,1
KLF4,ACTG2,-1
KLF5,TAGLN,1
CREB1,CCK,1
FOXO1,G6PC1,1
SPI1,G6PC1,1
SP1,PTN,1
ATF3,SELE,-1
ATF3,TNF,1
PPARA,SELE,-1
CDX1,PSMB9,1
CDX1,TAP1,1
CDX2,PSMB9,1
CDX2,TAP1,1
STAT5A,BCR,1
THRA,PKD2,1
TFAP2A,APOE,1
SOX17,HP,1
SOX17,SLURP1,1
HMX1,CXCL8,-1
TP53,SOD2,1
RELA,EDN1,1
TFCP2,TYMS,1
MYC,CUL1,1
MYC,CDKN1B,-1
BCL6,CCL2,1
JUN,ALOX12,1
SP1,ALOX12,1
SP1,EGF,1
TFE3,SMAD7,1
WT1,CCN2,-1
MEF2A,BPIFA4P,1
MEF2A,AKT1,1
MEF2A,PIK3R1,1
MYOD1,AKT1,1
MYOD1,PIK3R1,1
NR4A1,HSD17B1,1
TFCP2,IL4,1
TFCP2,IL2,1
ELF1,IL4,1
FOXA2,EOMES,1
TBR1,EOMES,1
FOXN1,IVL,-1
FLI1,EWSR1,1
FLI1,FLI1,1
STAT1,TAP1,1
IRF8,IL18,1
NFKB1,IL6,1
MAZ,FGG,1
MTF2,NDUFB6,1
USF1,RPS14,1
NR3C1,MYC,1
CREB1,TG,1
CREB1,TPO,1
SP1,APRT,1
SP1,CD44,1
SP3,APRT,1
SP3,CD44,1
HNF1A,SRC,1
JUN,ATF3,1
ATF3,JUN,1
ATF2,ATF3,1
SOX9,COL9A2,1
POU1F1,IBSP,1
POU1F1,PTH,1
TP53,RRM2B,1
CEBPB,CDKN1A,1
CEBPG,CDKN1A,1
ETS2,CDKN1A,1
ESR1,IGF1R,1
ESR1,SP1,1
SP1,ESR1,1
EGR1,TGFBR2,-1
EGR1,CD82,1
NFKB1,UBE2B,1
ATF2,DDIT3,1
DDIT3,ATF2,-1
SP1,DRD1,1
SP3,DRD1,1
ZIC2,DRD1,-1
MYF5,FGF4,1
MYOD1,FGF4,1
YBX3,CAT,-1
TBX15,TERT,-1
SP3,B3GNT9,1
TBP,ELANE,1
SP1,CD34,1
NKX3-1,ACTG2,1
SRF,ACTG2,1
NFAT5,SLC14A2,1
CEBPB,IFNG,1
RARA,ALDH2,1
CEBPB,ALDH2,1
CEBPG,ALDH2,1
TCF20,MMP3,1
MEF2B,AXL,1
MEF2B,RHD,1
SMAD3,APOC3,1
SMAD4,APOC3,1
MAZ,PRKCB,-1
NKX6-2,MBP,-1
NKX6-2,PLP1,-1
TFAP2A,HPGDS,1
POU2F1,HPGDS,1
NR1H4,PLTP,1
MEF2C,MYH7,1
TEAD1,MYH7,1
ESR1,SMARCA4,1
TTF1,TAC1,1
CEBPB,IRF9,1
SP3,TNFRSF8,1
MTF1,MTF1,1
HSF1,HLA-G,1
KAT7,CREBBP,1
JUND,TP53BP1,1
HMGA1,RHO,1
CRX,RHO,1
JUN,GCLC,1
HIF1A,PSMC6,1
TP53,HIF1A,-1
HIF1A,TP53,1
TFAP2A,PSMC6,1
TP53,TFAP2A,1
TFAP2A,TP53,1
TFAP2A,VEGFA,1
TP53,PSMC6,1
PPARG,VCAM1,-1
CEBPB,IL4,1
CEBPG,IL4,1
PPARA,TNF,-1
PPARG,TNF,-1
USF1,SERPINE2,1
ESR1,CARM1,1
GATA1,MPL,1
CEBPB,GADD45A,1
CEBPD,GADD45A,1
CEBPG,GADD45A,1
TP53,TP53BP1,-1
ESR1,APOA1,1
NR5A1,CYP11B1,1
ATF1,CGA,1
CREB1,CGA,1
ESR1,ESR2,1
ESR2,ESR1,-1
PGR,ESR2,1
ESR2,PGR,1
CLOCK,SERPINE1,1
TFAP2A,H3C15,1
YY1,H3C15,1
NFYA,NPR1,-1
TFAP2A,CCK,1
GATA1,SPI1,-1
SPI1,GATA1,-1
ELK3,RHO,1
ELK3,SLC6A2,1
CEBPA,ADRB3,1
IRF2,H4C6,1
ZNF91,PTK6,1
AIRE,FOS,1
HSF1,FOS,1
SP1,IGF1,1
ESR1,KRT19,1
ESR2,KRT19,1
CEBPD,HP,1
RXRA,HNF4A,-1
MAZ,SLC29A1,-1
SP1,SLC29A1,-1
NR1H3,ACACA,1
STAT3,TNF,-1
STAT5A,TNF,1
ESR1,AKT1,1
ESR1,NOS3,1
NR1H4,NR5A2,1
CEBPG,SLC10A1,1
SP1,POLB,-1
SP1,S100A8,1
E2F4,CDK1,1
E2F4,CDKN1A,1
TP53,E2F4,1
TP53,RBL2,1
ZBED1,TBP,1
PPARG,CDKN1B,1
NFKB1,CRP,1
NFKB1,IL1B,1
ZGLP1,GCG,1
JUN,NQO1,1
JUNB,NQO1,1
JUND,NQO1,1
NFE2L2,NQO1,1
NRF1,NQO1,1
ELF3,NOS2,1
POU2F2,GNRH1,1
POU2F2,PENK,1
TTF1,ERBB2,1
TTF1,GNRH1,1
TTF1,PENK,1
TTF1,TGFA,1
NR3C1,NR3C1,1
YY1,GAA,-1
NFKB1,IGKV2D-24,1
ZIC1,APOE,1
ZIC2,APOE,1
HOXA10,CDKN1A,1
MEIS1,CDKN1A,1
PBX1,CDKN1A,1
SMAD3,SPP1,1
SMAD4,SPP1,1
HOXA9,SPP1,-1
ATF2,PCK1,1
MAF,SPARC,1
MAFA,SPARC,1
JUN,BMP4,1
SOX10,TUBB3,1
AHR,CD40,1
TP53,UBR5,1
NKX2-1,TTF1,1
TTF1,NKX2-1,1
TTF1,TTF1,1
NFIC,TTF1,1
NFIC,TG,1
AR,IL6,1
ESR1,IL6,1
TAL1,KDR,1
CREM,CALM1,1
WT1,VDR,1
VDR,VDR,1
SP3,CEBPA,1
SP1,IL1A,1
FOXA1,SFTPB,1
RORA,APOC3,1
SP3,RET,1
ASCL1,ASCL1,1
ASCL1,HES1,1
HES1,ASCL1,-1
REL,F3,1
IRF2,HLA-E,1
NR4A3,BTK,1
MYB,ADRA1D,1
